Source,Target
His drawing is truly one_of_a_kind,Bức vẽ của anh ấy thực sự là độc nhất vô nhị.
They cut_corners to finish the project on time.,Họ làm qua loa để hoàn thành dự án đúng hạn
"Make_up_your_mind, you can't have it both ways","Hãy quyết định đi, bạn không thể chọn cả hai được."
His sickness was a_blessing_in_disguise,Căn bệnh của anh ta hóa ra là một phước lành.
I have a_million_and_one ideas.,Tôi có rất nhiều ý tưởng.
You should judge him by his work.,Bạn nên đánh giá anh ấy qua công việc của anh ấy.
Are you pulling_my_leg?,Bạn đang đùa tôi đấy à?
He's in_hot_water for missing the deadline.,Anh ấy gặp rắc rối vì trễ hạn
Hurry up!—Time is money!,Nhanh lên!—Thời gian là tiền bạc!
You can't judge_a_book_by_its_cover—it may be better than you think!,Đừng đánh giá nó qua vẻ bề ngoài—nó có thể tốt hơn bạn nghĩ đó!
Stop beating_around_the_bush and answer my question.,"Đừng vòng vo nữa, hãy trả lời câu hỏi của tôi"
The whole evidance was sweep_under_the_rug,Tất cả bằng chừng đã được giấu 1 cách kỹ càng
"I stayed up all night studying for that exam, and then it turned_out_to_be_a_breeze!","Tôi đã giành cả đêm để ôn cho bải kiểm tra, và hóa ra nó thực sự dễ dàng"
He was completely in_the_dark about what happened,Anh ấy không biết gì về chuyện vừa xảy ra.
Never_in_a_million_years did I think that I'd actually win the lottery!,Tôi không thể nào ngờ rằng tôi đã trúng sổ số!
I decided to bite_the_bullet and take the exam,	Tôi quyết định cắn răng chịu đựng và đi thi.
She read_between_the_lines and knew he was upset.,Cô ấy hiểu ngầm và biết anh ấy đang buồn.
Give me a beer. I’m having one_for_the_road.,Cho tôi một ly bia. Đây là ly cuối của tôi.
Pull_yourself_together and face the challenge.,Hãy bình tĩnh và đối mặt với thử thách.
Only the_top_banana can make a decision,Chỉ có người cầm quyền có thể đưa ra quyết định.
I'll have the order done_quick_as_a_flash,Tôi sẽ hoàn thành đơn của bạn nhanh như tia chớp
 it's time to hit_the_books ,Đã đến lúc học rồi.
New Year's Eve is just_around_the_corner!,Giao thừa sắp đến rồi!
"After struggling with my work, I finally threw_in_the_towel","Sau khi vật lộn với công việc, tôi cuối cùng cũng bỏ cuộc."
Passing this test will be like shooting_fish_in_a_barrel,Vược qua bài kiểm tra này sẽ rất dễ dàng.
You can't judge_a_book_by_its_cover—it may be better than you think!,Đừng đánh giá nó qua vẻ bề ngoài—nó có thể tốt hơn bạn nghĩ đó!
We better_hit_the_road.,Chúng ta nên đi thôi.
She gave me the_cold_shoulder at the party,Cô ấy phớt lờ tôi tại bữa tiệc
We killed_two_birds_with_one_stone by shopping and picking up the kids in one trip.,"Chúng tôi một công đôi việc, vừa đi mua sắm vừa đón con."
He finally threw_in_the_towel after years of trying.,"Sau nhiều năm cố gắng, anh ấy cuối cùng cũng bỏ cuộc."
He looked blue_in_the_face after the marathon.,Mặt anh ta trông tái mét sau cuộc chạy marathon.
He is a_pain_in_the_neck,Anh ta quả là một nỗi phiền toái.
I've been feeling_on_top_of_the_world since i quit my job,Tôi đã cảm thấy rất khỏe kể từ khi nghỉ việc.
You really hit_the_nail_on_the_head with that comment.,Cái bình luận của bạn thực sự thật chính xác và sâu sắc
"I’m really_in_a_pickle. I spent all the money I had saved, and I have no way to pay next semester’s tuition bill.",Tôi thực sự đang gặp rắc rối. Tôi đã tiêu hết tiền tiết kiệm của mình và tôi không có cách nào để trả tiền cho học kỳ tới.
She's really on_the_ball with her new project.,Cô ấy rất nhanh nhạy với dự án mới.
That’s just a_fish_story. Don't try to fool me.,Đó chỉ là một câu chuyện bịa đặt. Đừng có cố mà lừa tôi.
He was paid under_the_table.,Anh ấy được trả tiền không chính thức
I'll play_devil's_advocate to challenge your ideas.,Tôi sẽ đóng vai phản biện để thử thách ý tưởng của bạn.
You’re skating_on_thin_ice by arriving late again.,Cậu đang cực liều khi lại đến muộn đấy.
Dad will hit_the_roof when he finds out I dented the car.,Bố sẽ nổi giận lắm khi phát hiện ra tôi làm móp xe.
I have_a_bun_in_the_oven.,Tôi đã có bầu.
"My husband may not be the world’s most glamorous guy, but he_brings_home_the_bacon.","Chồng tôi có thể không phải là một người quyến rũ nhất thế giới, nhưng anh ta là trụ cột trong gia đình."
Speak_of_the_devil—here he comes!,"Vừa nhắc đến anh ta—anh ta đến kìa!"""
He finally apologized—better_late_than_never.,Cuối cùng anh ấy cũng xin lỗi—muộn còn hơn không.
He is_right_as_rain. We should sell these old funiture,Ý anh ấy rất đúng. Chúng ta nên bán những đò nột thất cũ kĩ này.
"My husband may not be the world’s most glamorous guy, but he_brings_home_the_bacon.","Chồng tôi có thể không phải là một người quyến rũ nhất thế giới, nhưng anh ta là trụ cột trong gia đình."
 He had not expected a_hot_potato,Anh ấy đã không ngờ phải đối mặt với một vấn đề nhạy cảm.
When are you and Jenny going to tie_the_knot?,Lúc nào bạn và Jenny sẽ cưới nhau?
Passing this test will be like shooting_fish_in_a_barrel,Vược qua bài kiểm tra này sẽ rất dễ dàng.
You're going to follow him? Are you out_of_your_guard?,Bạn sẽ đi theo anh ấy sao? Bạn bị điên à?
"Better leave her alone, don't_fuel_the_fire!","Để cô ấy yên, đừng có châm dầu vào lửa!"
Better_make_hay_while_sun_shines!,Việc hôm nay chớ để ngày mai!
"I can't drive, I had_one_too_many","Tôi không lái được, tôi đã uống quá nhiều."
He smokes_like_a_chimney.,Anh ấy hút thuốc rất nhiều.
"He never lies, to the_best_of_my_knowledge .","Anh ấy không bao giờ nói dỗi, ít nhất là những gì tôi biết."
 He had not expected a_hot_potato,Anh ấy đã không ngờ phải đối mặt với một vấn đề nhạy cảm.
I drove_home_hell_for_leather,Tôi đã lái xe rất nhanh về nhà
He was hands-down the best student in class.,Anh ấy chắc chắn là một học sinh giỏi nhất lớp.
Pull_yourself_together and face the challenge.,Hãy bình tĩnh và đối mặt với thử thách.
The noise caused all the neighbors to go_nuts.,Cái tiếng ồn đó đã làm tất cả hàng xóm phát điên.
"Although he just came, he already knew which_way_the_wind_blows.","Mặc dù anh ta vừa tới, nhưng anh ta đã có thể biết rằng chuyện gì đang sảy ra."
We were in_the_same_boat during the crisis.,Chúng tôi cùng cảnh ngộ trong thời kỳ khủng hoảng.
He finally threw_in_the_towel after years of trying.,"Sau nhiều năm cố gắng, anh ấy cuối cùng cũng bỏ cuộc."
His drawing is truly one_of_a_kind,Bức vẽ của anh ấy thực sự là độc nhất vô nhị.
Don’t get all_bent_out_of_shape out it.,Đừng có tức vì đièu đó.
"When I found out he crashed my car, I hit_the_roof.","Sau khi tôi biết được anh ấy đã đâm xe tôi, tôi đã vô cùng tức giận"
We're going to be late. Put_the_pedal_to_the_metal!,Chúng ta sẽ muộn mất. Hãy lái nhanh nhất có thể!
Many companies are jumping on_the_bandwagon.,Nhiều công ty đang chạy theo xu hướng.
I'd buy that car in a_hot_minute if i had the money.,Tôi sẽ mua cái xe đó ngay bây giờ nếu tôi có đủ tiền.
"I’m afraid that if we don’t find a solution, we’ll go_belly_up within a year.","Tôi sợ rằng nếu chúng ta không tìm ra được một giải pháp, ta sẽ phá sản trong vòng một năm."
"Inside, there is no room to swing_a_cat.",Bên trong rất nhỏ.
My brother has a big exam next week so he is already burn_the_midnight_oil,Anh trai tôi có kỳ thi lớn vào tuần tới nên anh ấy đã thức khuya học bài rồi.
Never_in_a_million_years did I think that I'd actually win the lottery!,Tôi không thể nào ngờ rằng tôi đã trúng sổ số!
I'll play_devil's_advocate to challenge your ideas.,Tôi sẽ đóng vai phản biện để thử thách ý tưởng của bạn.
He’s got_cold_feet about the wedding.,	Anh ấy cảm thấy lo lắng trước đám cưới.
She was like a_cat_on_hot_bricks before her big exam.,Cô ấy đã rất lo lắng trước kỳ thi.
Keep_your_chin_up; things will get better.,Hãy giữ vững tinh thần; mọi chuyện sẽ khá hơn.
Be careful not to bite_off_more_you_can_chew.,Hãy cẩn thận đừng cố quá.
Passing this test will be like shooting_fish_in_a_barrel,Vược qua bài kiểm tra này sẽ rất dễ dàng.
You can't judge_a_book_by_its_cover—it may be better than you think!,Đừng đánh giá nó qua vẻ bề ngoài—nó có thể tốt hơn bạn nghĩ đó!
He is the Jack_of_all_trades and master_of_none.,Nghề nào anh cũng biết nhưng chẳng tinh nghề nào.
"If you think I'm going to eat it, you're_all_wet!","Nếu bạn nghĩ rằng tôi sẽ ăn nó, bạn sai rồi!"
Don’t_judge_a_book_by_its_cover,Đừng nhìn mặt bắt hình dong
Keep_your_chin_up; things will get better.,Hãy giữ vững tinh thần; mọi chuyện sẽ khá hơn.
"If you wait for him to finish his part of the project, you’ll be waiting_till_the_cows come home ","Nếu bạn đợi anh ấy hoàn thành công việc của anh ấy trong dự ăn, bạn sẽ phải đợi anh ấy rất lâu đó."
I can’t help you with your presentation right now. I have bigger_fish_to_fry.,Tôi không thể giúp bạn được. Tôi có việc quan trọng hơn phải làm.
He didn't_bat_an_eye when he realised he failed the exam.,Anh ấy không bất ngờ khi anh ấy nhận ra anh đã trượt kì thi.
I wouldn't want a nine-to-five job.,Tôi không muốn một công việc thường ngày.
I’m feeling_under_the_weather today.,	Hôm nay tôi thấy không khỏe.
The plan is up_in_the_air right now.,Kế hoạch hiện vẫn chưa chắc chắn.
"I’m really_in_a_pickle. I spent all the money I had saved, and I have no way to pay next semester’s tuition bill.",Tôi thực sự đang gặp rắc rối. Tôi đã tiêu hết tiền tiết kiệm của mình và tôi không có cách nào để trả tiền cho học kỳ tới.
You're going to follow him? Are you out_of_your_guard?,Bạn sẽ đi theo anh ấy sao? Bạn bị điên à?
He disappeared in_a_blink_of_an_eye!,Anh ấy biến mất trong chớp mắt!
She got sent on a_wild_goose_chase.,Cô ta được giao một nhiệm vụ rất vô nghĩa.
Buying that car cost_me_an_arm_and_a_leg.,Mua chiếc xe đó khiến tôi tốn cả gia tài.
Getting her to go out with me will be like taking_candy_from_a_baby.,Khiến cô ta đi chơi với tôi sẽ là một chuyện rất dễ dàng.
Don’t_judge_a_book_by_its_cover,Đừng nhìn mặt bắt hình dong
You're going to follow him? Are you out_of_your_guard?,Bạn sẽ đi theo anh ấy sao? Bạn bị điên à?
I think he’ll blow_his_top when you give him the news.,Tôi nghĩ anh ấy sẽ nổi điên khi bạn bao tin đó cho anh ấy.
Speak_of_the_devil—here he comes!,"Vừa nhắc đến anh ta—anh ta đến kìa!"""
He finally apologized—better_late_than_never.,Cuối cùng anh ấy cũng xin lỗi—muộn còn hơn không.
He is_right_as_rain. We should sell these old funiture,Ý anh ấy rất đúng. Chúng ta nên bán những đò nột thất cũ kĩ này.
They finally saw_eye_to_eye on the issue.,Họ cuối cùng cũng đồng thuận về vấn đề đó.
I ẹnjoy going here once_in_a_while,Tôi thích đến đây thỉnh thoảng.
As_pretty_as_paint.,Đẹp như tranh
" My experiment was a failụre, so I'm back to the drawing board","Thí nghiệm của tôi thất bại, nên tôi phải bắt đầu lại từ đầu."
Take his advice with_a_grain_of_salt.,Hãy cân nhắc lời khuyên của anh ta một cách thận trọng.
You’re skating_on_thin_ice by arriving late again.,Cậu đang cực liều khi lại đến muộn đấy.
He jumped_the_gun and sent it early.,Anh ấy vội vàng và gửi nó quá sớm.
"I can't drive, I had_one_too_many","Tôi không lái được, tôi đã uống quá nhiều."
You really hit_the_nail_on_the_head with that comment.,Cái bình luận của bạn thực sự thật chính xác và sâu sắc
The_ball_is_in_your_court_now.,	Quyết định giờ là ở bạn.
There is no smoke without fire.,Không có lửa sao có khói.
 it's time to hit_the_books ,Đã đến lúc học rồi.
We’re wasting our time on_small_potatoes!,Chúng ta đang lãng phí thời gian vỡi những công việc nhỏ vặt!
Jim is a_straight_arrow,Jim là một người đáng tin cậy
Let’s get_the_ball_rolling on this project.,	Hãy bắt đầu dự án này thôi.
It’s nice to slow down at the week-end and take_it_+easy.,Thật tuyệt khi được thư giãn vào cuối tuần.
Buying that car cost_me_an_arm_and_a_leg.,Mua chiếc xe đó khiến tôi tốn cả gia tài.
"There are just a few problems to_iron_out, then we'll be ready","Chỉ cần giải quyết một số vấn đề, rồi chúng ta sẽ sẵn sàng."
